,Unnamed: 0,all_titles,all_years,all_scores,all_meta,all_votes,all_gross,all_genres,id
1357,1357,Coyote Ugly,(2000),5.7,27        ,102257,"60,786,269","
Comedy, Drama, Music            ",tt0200550
1358,1358,God's Not Dead,(2014),4.7,16        ,38597,"60,755,732","
Drama            ",tt2528814
1359,1359,Poseidon,(2006),5.6,50        ,93559,"60,674,817","
Action, Adventure, Drama            ",tt0409182
1360,1360,Fantasia 2000,(1999),7.2,59        ,32815,"60,655,420","
Animation, Comedy, Family            ",tt0120910
1361,1361,Three Kings,(1999),7.1,82        ,154347,"60,652,036","
Action, Adventure, Comedy            ",tt0120188
1362,1362,Jingle All The Way,(1996),5.6,34        ,85069,"60,573,641","
Comedy, Family            ",tt0116705
1363,1363,Kiss the Girls,(1997),6.6,46        ,60155,"60,527,873","
Crime, Drama, Mystery            ",tt0119468
1364,1364,After Earth,(2013),4.8,33        ,184434,"60,522,097","
Action, Adventure, Drama            ",tt1815862
1365,1365,Shanghai Knights,(2003),6.2,58        ,95618,"60,476,872","
Action, Adventure, Comedy            ",tt0300471
1366,1366,The Lucky One,(2012),6.5,39        ,96069,"60,457,138","
Drama, Mystery, Romance            ",tt1327194
1367,1367,The Wedding Planner,(2001),5.3,33        ,72071,"60,400,856","
Comedy, Romance            ",tt0209475
1368,1368,Burn After Reading,(2008),7.0,63        ,292711,"60,355,347","
Comedy, Crime, Drama            ",tt0887883
1369,1369,Scrooged,(1988),7.0,38        ,78613,"60,328,558","
Comedy, Drama, Fantasy            ",tt0096061
1370,1370,Why Him?,(2016),6.2,39        ,92443,"60,323,786","
Comedy            ",tt4501244
1371,1371,Baby Mama,(2008),6.0,55        ,39919,"60,269,340","
Comedy, Romance            ",tt0871426
1372,1372,The Cable Guy,(1996),6.1,56        ,144001,"60,240,295","
Comedy, Drama, Thriller            ",tt0115798
1373,1373,Resident Evil: Afterlife,(2010),5.8,37        ,155459,"60,128,566","
Action, Adventure, Horror            ",tt1220634
1374,1374,Why Did I Get Married Too?,(2010),4.6,43        ,8759,"60,095,852","
Comedy, Drama, Romance            ",tt1391137
1375,1375,Spies Like Us,(1985),6.4,22        ,41613,"60,088,980","
Adventure, Comedy            ",tt0090056
1376,1376,Species,(1995),5.8,49        ,70492,"60,074,103","
Action, Horror, Sci-Fi            ",tt0114508
1377,1377,The Family Stone,(2005),6.3,56        ,57203,"60,062,868","
Comedy, Drama, Romance            ",tt0356680
1378,1378,Bad Santa,(2003),7.0,70        ,128239,"60,060,328","
Comedy, Crime, Drama            ",tt0307987
1379,1379,Brüno,(2009),5.8,54        ,135926,"60,054,530","
Comedy            ",tt0889583
1380,1380,Hope Floats,(1998),6.0,42        ,23003,"60,053,195","
Drama, Romance            ",tt0119313
1381,1381,Tooth Fairy,(I) (2010),5.0,36        ,39012,"60,022,256","
Comedy, Family, Fantasy            ",tt0808510
1382,1382,Snow Day,(2000),5.1,34        ,10855,"60,020,107","
Adventure, Comedy, Family            ",tt0184907
1383,1383,The Good Shepherd,(2006),6.7,61        ,95272,"59,952,835","
Drama, History, Thriller            ",tt0343737
1384,1384,Superman III,(1983),5.0,44        ,60904,"59,950,623","
Action, Adventure, Comedy            ",tt0086393
1385,1385,Jungle 2 Jungle,(1997),5.2,42        ,21548,"59,925,026","
Comedy, Family            ",tt0119432
1386,1386,Little Miss Sunshine,(2006),7.8,80        ,416410,"59,891,098","
Comedy, Drama            ",tt0449059
1387,1387,Pacific Rim: Uprising,(2018),5.6,44        ,94100,"59,874,525","
Action, Adventure, Sci-Fi            ",tt2557478
1388,1388,My Girl,(1991),6.9,56        ,67295,"59,847,242","
Comedy, Drama, Family            ",tt0102492
1389,1389,Blockers,(2018),6.2,69        ,60901,"59,839,515","
Comedy            ",tt2531344
1390,1390,Predator,(1987),7.8,45        ,351749,"59,735,548","
Action, Adventure, Sci-Fi            ",tt0093773
1391,1391,Secretariat,(2010),7.2,61        ,24970,"59,713,955","
Biography, Drama, Family            ",tt1028576
1392,1392,Son of God,(2014),5.7,37        ,17746,"59,700,064","
Biography, Drama, History            ",tt3210686
1393,1393,Love Actually,(2003),7.6,55        ,391922,"59,696,144","
Comedy, Drama, Romance            ",tt0314331
1394,1394,Gothika,(2003),5.8,38        ,102025,"59,694,580","
Horror, Mystery, Thriller            ",tt0348836
1395,1395,The Dictator,(2012),6.4,58        ,255898,"59,650,222","
Comedy            ",tt1645170
1396,1396,Hellboy,(2004),6.8,72        ,295049,"59,623,958","
Action, Adventure, Fantasy            ",tt0167190
1397,1397,My Big Fat Greek Wedding 2,(2016),6.0,37        ,26513,"59,573,085","
Comedy, Romance            ",tt3760922
1398,1398,The Last Boy Scout,(1991),7.0,52        ,87857,"59,509,925","
Action, Comedy, Crime            ",tt0102266
1399,1399,The Stepford Wives,(2004),5.3,42        ,57410,"59,484,742","
Comedy, Horror, Sci-Fi            ",tt0327162
1400,1400,The Lego Ninjago Movie,(2017),6.0,55        ,20098,"59,281,555","
Animation, Action, Adventure            ",tt3014284
1401,1401,Planes: Fire & Rescue,(2014),6.0,48        ,15597,"59,165,787","
Animation, Adventure, Comedy            ",tt2980706
1402,1402,The Grand Budapest Hotel,(2014),8.1,88        ,649841,"59,100,318","
Adventure, Comedy, Crime            ",tt2278388
1403,1403,Behind Enemy Lines,(2001),6.4,49        ,95556,"59,068,786","
Action, Drama, Thriller            ",tt0159273
1404,1404,Courage Under Fire,(1996),6.6,77        ,47625,"59,031,057","
Action, Drama, Mystery            ",tt0115956
1405,1405,Dawn of the Dead,(2004),7.3,59        ,223787,"59,020,957","
Action, Horror            ",tt0363547
1406,1406,Chariots of Fire,(1981),7.2,78        ,50345,"58,972,904","
Biography, Drama, Sport            ",tt0082158
1407,1407,Vacation,(I) (2015),6.1,34        ,89663,"58,884,188","
Adventure, Comedy            ",tt1524930
1408,1408,Far and Away,(1992),6.6,49        ,55767,"58,883,840","
Adventure, Drama, Romance            ",tt0104231
1409,1409,Total Recall,(I) (2012),6.3,43        ,231336,"58,877,969","
Action, Adventure, Sci-Fi            ",tt1386703
1410,1410,Surf's Up,(2007),6.7,64        ,64349,"58,867,694","
Animation, Comedy, Family            ",tt0423294
1411,1411,The Blue Lagoon,(1980),5.8,31        ,59216,"58,853,106","
Adventure, Drama, Romance            ",tt0080453
1412,1412,Bride Wars,(2009),5.5,24        ,95994,"58,715,510","
Comedy, Romance            ",tt0901476
1413,1413,Water for Elephants,(2011),6.9,52        ,106939,"58,709,717","
Drama, Romance            ",tt1067583
1414,1414,Jack Reacher: Never Go Back,(2016),6.1,47        ,126130,"58,697,076","
Action, Thriller            ",tt3393786
1415,1415,"Honey, I Blew Up the Kid",(1992),4.8,50        ,38494,"58,662,452","
Adventure, Comedy, Family            ",tt0104437
1416,1416,Little Man,(III) (2006),4.4,26        ,47482,"58,645,052","
Comedy, Crime            ",tt0430304
1417,1417,Curious George,(2006),6.5,62        ,14705,"58,640,119","
Animation, Adventure, Comedy            ",tt0381971
1418,1418,Jack,(1996),5.8,31        ,53463,"58,620,973","
Comedy, Drama, Fantasy            ",tt0116669
1419,1419,RoboCop,(2014),6.2,52        ,208405,"58,607,007","
Action, Crime, Sci-Fi            ",tt1234721
1420,1420,Sea of Love,(1989),6.8,66        ,35511,"58,571,513","
Crime, Drama, Mystery            ",tt0098273
1421,1421,HouseSitter,(1992),6.1,no,20847,"58,500,635","
Comedy, Romance            ",tt0104452
1422,1422,Death Becomes Her,(1992),6.6,56        ,96115,"58,422,650","
Comedy, Fantasy, Horror            ",tt0104070
1423,1423,Anastasia,(1997),7.1,61        ,104834,"58,406,347","
Animation, Adventure, Drama            ",tt0118617
1424,1424,Easy A,(2010),7.1,72        ,336922,"58,401,464","
Comedy, Drama, Romance            ",tt1282140
1425,1425,Open Range,(2003),7.4,67        ,63183,"58,331,254","
Action, Drama, Romance            ",tt0316356
1426,1426,Halloween,(2007),6.1,47        ,104632,"58,272,029","
Horror            ",tt0373883
1427,1427,Tomb Raider,(2018),6.3,48        ,171664,"58,250,803","
Action, Adventure, Fantasy            ",tt1365519
1428,1428,The Secret Life of Walter Mitty,(2013),7.3,54        ,279753,"58,236,838","
Comedy, Drama, Fantasy            ",tt0359950
1429,1429,Bicentennial Man,(1999),6.9,42        ,104235,"58,220,776","
Comedy, Drama, Sci-Fi            ",tt0182789
1430,1430,Ali,(2001),6.8,65        ,89064,"58,203,105","
Biography, Drama, Sport            ",tt0248667
1431,1431,Without a Paddle,(2004),5.9,29        ,42447,"58,169,327","
Adventure, Comedy, Mystery            ",tt0364751
1432,1432,Baywatch,(2017),5.5,37        ,145208,"58,060,186","
Action, Comedy, Crime            ",tt1469304
1433,1433,Demolition Man,(1993),6.7,34        ,148532,"58,055,768","
Action, Crime, Sci-Fi            ",tt0106697
1434,1434,Maze Runner: The Death Cure,(2018),6.2,50        ,96845,"58,032,443","
Action, Sci-Fi, Thriller            ",tt4500922
1435,1435,Step Up 2: The Streets,(2008),6.2,50        ,76926,"58,017,783","
Drama, Music, Romance            ",tt1023481
1436,1436,The Lincoln Lawyer,(2011),7.3,63        ,199579,"58,009,200","
Crime, Drama, Thriller            ",tt1189340
1437,1437,The Butterfly Effect,(2004),7.6,30        ,428788,"57,938,693","
Drama, Sci-Fi, Thriller            ",tt0289879
1438,1438,Throw Momma from the Train,(1987),6.3,56        ,31532,"57,915,972","
Comedy, Crime, Thriller            ",tt0094142
1439,1439,Red Eye,(2005),6.4,71        ,107109,"57,891,803","
Action, Mystery, Thriller            ",tt0421239
1440,1440,Shall We Dance,(2004),6.1,47        ,41235,"57,890,460","
Comedy, Drama, Music            ",tt0358135
1441,1441,Invincible,(2006),7.1,63        ,61863,"57,789,574","
Biography, Drama, Sport            ",tt0445990
1442,1442,Cleopatra,(1963),7.0,60        ,27089,"57,777,778","
Biography, Drama, History            ",tt0056937
1443,1443,The Chronicles of Riddick,(2004),6.7,38        ,206588,"57,761,012","
Action, Adventure, Sci-Fi            ",tt0296572
1444,1444,Takers,(2010),6.2,45        ,54348,"57,744,720","
Action, Crime, Thriller            ",tt1135084
1445,1445,The Animal,(2001),4.8,43        ,54522,"57,743,062","
Comedy, Sci-Fi            ",tt0255798
1446,1446,The Benchwarmers,(2006),5.5,25        ,46296,"57,651,794","
Comedy, Sport            ",tt0437863
1447,1447,Fences,(2016),7.2,79        ,89652,"57,642,961","
Drama            ",tt2671706
1448,1448,La vita è bella,(1997),8.6,59        ,570076,"57,598,247","
Comedy, Drama, Romance            ",tt0118799
1449,1449,The Cider House Rules,(1999),7.4,75        ,89267,"57,545,092","
Drama, Romance            ",tt0124315
1450,1450,Boyz n the Hood,(1991),7.7,76        ,115101,"57,504,069","
Crime, Drama            ",tt0101507
1451,1451,Memoirs of a Geisha,(2005),7.4,54        ,133084,"57,490,508","
Drama, Romance            ",tt0397535
1452,1452,Pet Sematary,(1989),6.6,38        ,87865,"57,469,467","
Horror, Thriller            ",tt0098084
1453,1453,Dragnet,(1987),6.0,62        ,29948,"57,387,516","
Comedy, Crime            ",tt0092925
1454,1454,Moulin Rouge!,(2001),7.6,66        ,255351,"57,386,607","
Drama, Musical, Romance            ",tt0203009
1455,1455,Blood Diamond,(2006),8.0,64        ,470547,"57,366,262","
Adventure, Drama, Thriller            ",tt0450259
1456,1456,The Specialist,(1994),5.6,no,59435,"57,362,581","
Action, Crime, Drama            ",tt0111255
1457,1457,The Shack,(I) (2017),6.3,32        ,27056,"57,330,873","
Drama, Fantasy            ",tt2872518
1458,1458,Next Friday,(2000),6.1,41        ,34495,"57,328,603","
Comedy            ",tt0195945
1459,1459,Sister Act 2: Back in the Habit,(1993),5.6,38        ,45432,"57,319,029","
Comedy, Family, Music            ",tt0108147
1460,1460,The Godfather: Part II,(1974),9.0,90        ,1030832,"57,300,000","
Crime, Drama            ",tt0071562
1461,1461,Willow,(1988),7.3,47        ,94565,"57,269,863","
Action, Adventure, Drama            ",tt0096446
1462,1462,The Whole Nine Yards,(2000),6.7,47        ,104624,"57,262,492","
Comedy, Crime            ",tt0190138
1463,1463,13 Going on 30,(2004),6.1,57        ,153683,"57,231,747","
Comedy, Fantasy, Romance            ",tt0337563
1464,1464,The Blues Brothers,(1980),7.9,60        ,170916,"57,229,890","
Adventure, Comedy, Crime            ",tt0080455
1465,1465,U.S. Marshals,(1998),6.5,47        ,90556,"57,167,405","
Action, Crime, Thriller            ",tt0120873
1466,1466,Twelve Monkeys,(1995),8.0,74        ,547654,"57,141,459","
Mystery, Sci-Fi, Thriller            ",tt0114746
1467,1467,Unlawful Entry,(1992),6.3,no,13619,"57,138,719","
Crime, Drama, Thriller            ",tt0105699
1468,1468,Beethoven,(1992),5.6,no,61641,"57,114,049","
Comedy, Drama, Family            ",tt0103786
1469,1469,Annie,(1982),6.6,39        ,37295,"57,059,003","
Comedy, Drama, Family            ",tt0083564
1470,1470,Beaches,(1988),6.9,46        ,21766,"57,041,866","
Comedy, Drama, Music            ",tt0094715
1471,1471,The Perfect Guy,(I) (2015),5.6,36        ,9215,"57,017,904","
Crime, Drama, Horror            ",tt3862750
1472,1472,Escape from Planet Earth,(2013),5.9,35        ,23646,"57,012,977","
Animation, Adventure, Comedy            ",tt0765446
1473,1473,American Reunion,(2012),6.7,49        ,194644,"57,011,521","
Comedy            ",tt1605630
1474,1474,Escape Room,(I) (2019),6.3,48        ,59492,"57,005,601","
Action, Adventure, Horror            ",tt5886046
1475,1475,The Man in the Iron Mask,(I) (1998),6.5,48        ,148775,"56,968,902","
Action, Adventure, Drama            ",tt0120744
1476,1476,2001: A Space Odyssey,(1968),8.3,82        ,557608,"56,954,992","
Adventure, Sci-Fi            ",tt0062622
1477,1477,Shanghai Noon,(2000),6.5,77        ,113726,"56,937,502","
Action, Adventure, Comedy            ",tt0184894
1478,1478,Midnight in Paris,(2011),7.7,81        ,363188,"56,816,662","
Comedy, Fantasy, Romance            ",tt1605783
1479,1479,Saw V,(2008),5.8,20        ,108903,"56,746,769","
Horror, Mystery, Thriller            ",tt1132626
1480,1480,A Civil Action,(1998),6.6,68        ,26190,"56,702,901","
Drama            ",tt0120633
1481,1481,Guess Who's Coming to Dinner,(1967),7.8,63        ,35912,"56,700,000","
Comedy, Drama            ",tt0061735
1482,1482,The Time Machine,(2002),6.0,42        ,114259,"56,684,819","
Action, Adventure, Sci-Fi            ",tt0268695
1483,1483,12 Years a Slave,(2013),8.1,96        ,591375,"56,671,993","
Biography, Drama, History            ",tt2024544
1484,1484,Clueless,(1995),6.8,68        ,161710,"56,631,572","
Comedy, Romance            ",tt0112697
1485,1485,Rat Race,(2001),6.4,52        ,104240,"56,618,055","
Adventure, Comedy            ",tt0250687
1486,1486,A Knight's Tale,(2001),6.9,56        ,160525,"56,569,702","
Action, Adventure, Romance            ",tt0183790
1487,1487,Executive Decision,(1996),6.4,62        ,47472,"56,569,216","
Action, Adventure, Thriller            ",tt0116253
1488,1488,Tombstone,(1993),7.8,50        ,117707,"56,505,065","
Action, Biography, Drama            ",tt0108358
1489,1489,Darkest Hour,(2017),7.4,75        ,145226,"56,468,410","
Biography, Drama, History            ",tt4555426
1490,1490,Joy,(I) (2015),6.6,56        ,120530,"56,451,232","
Drama            ",tt2446980
1491,1491,The Queen,(2006),7.3,91        ,99218,"56,441,711","
Biography, Drama, History            ",tt0436697
1492,1492,Drumline,(2002),5.8,63        ,31981,"56,398,162","
Comedy, Drama, Romance            ",tt0303933
1493,1493,White Noise,(I) (2005),5.5,30        ,45819,"56,386,759","
Drama, Horror, Mystery            ",tt0375210
1494,1494,Edward Scissorhands,(1990),7.9,74        ,422354,"56,362,352","
Drama, Fantasy, Romance            ",tt0099487
1495,1495,Once Upon a Time in Mexico,(2003),6.4,56        ,147414,"56,359,780","
Action, Crime, Thriller            ",tt0285823
1496,1496,Dracula Untold,(2014),6.3,40        ,167834,"56,280,355","
Action, Drama, Fantasy            ",tt0829150
1497,1497,Me Before You,(2016),7.4,51        ,183510,"56,245,075","
Drama, Romance            ",tt2674426
1498,1498,The Big Chill,(1983),7.2,61        ,30650,"56,200,000","
Comedy, Drama            ",tt0085244
1499,1499,Just Married,(2003),5.5,28        ,65006,"56,127,162","
Comedy, Romance            ",tt0305711
1500,1500,Fantastic Four,(2015),4.3,27        ,142700,"56,117,548","
Action, Adventure, Drama            ",tt1502712
1501,1501,Primal Fear,(1996),7.7,47        ,168564,"56,116,183","
Crime, Drama, Mystery            ",tt0117381
1502,1502,The Curse of the Were-Rabbit,(2005),7.4,87        ,118216,"56,110,897","
Animation, Adventure, Comedy            ",tt0312004
1503,1503,Be Cool,(2005),5.6,37        ,65339,"56,046,979","
Comedy, Crime, Drama            ",tt0377471
1504,1504,ParaNorman,(2012),7.0,72        ,88995,"56,003,051","
Animation, Adventure, Comedy            ",tt1623288
1505,1505,Saw,(2004),7.6,46        ,358888,"56,000,369","
Horror, Mystery, Thriller            ",tt0387564
1506,1506,Romeo Must Die,(2000),6.1,52        ,64033,"55,973,336","
Action, Crime, Thriller            ",tt0165929
1507,1507,Forever Young,(1992),6.3,no,42312,"55,956,200","
Drama, Romance, Sci-Fi            ",tt0104291
1508,1508,Friends with Benefits,(2011),6.5,63        ,322550,"55,802,754","
Comedy, Romance            ",tt1632708
1509,1509,Free Birds,(2013),5.9,38        ,21294,"55,750,480","
Animation, Adventure, Comedy            ",tt1621039
1510,1510,Hansel & Gretel: Witch Hunters,(2013),6.1,23        ,186515,"55,703,475","
Action, Fantasy, Horror            ",tt1428538
