,Unnamed: 0,all_titles,all_years,all_scores,all_meta,all_votes,all_gross,all_genres,id
2731,2731,Space Chimps,(2008),4.5,36        ,10267,"30,105,968","
Animation, Adventure, Comedy            ",tt0482603
2732,2732,Double Impact,(1991),5.6,no,35737,"30,102,717","
Action, Crime            ",tt0101764
2733,2733,Daybreakers,(2009),6.4,57        ,118151,"30,101,577","
Action, Fantasy, Horror            ",tt0433362
2734,2734,Elizabeth,(1998),7.4,75        ,87233,"30,082,699","
Biography, Drama, History            ",tt0127536
2735,2735,"Hail, Caesar!",(2016),6.3,72        ,114168,"30,080,225","
Comedy, Drama, Music            ",tt0475290
2736,2736,Free Willy 2: The Adventure Home,(1995),5.0,no,16060,"30,077,111","
Adventure, Drama, Family            ",tt0113114
2737,2737,Dragonfly,(2002),6.1,25        ,35288,"30,063,805","
Drama, Fantasy, Mystery            ",tt0259288
2738,2738,Revenge of the Nerds II: Nerds in Paradise,(1987),5.1,28        ,12698,"30,063,289","
Comedy            ",tt0093857
2739,2739,Jay and Silent Bob Strike Back,(2001),6.8,51        ,143291,"30,059,386","
Comedy            ",tt0261392
2740,2740,Road House,(1989),6.6,36        ,57099,"30,050,028","
Action, Thriller            ",tt0098206
2741,2741,Point of No Return,(1993),6.1,no,23626,"30,038,362","
Action, Crime, Drama            ",tt0107843
2742,2742,Sophie's Choice,(1982),7.6,68        ,38087,"30,036,000","
Drama, Romance            ",tt0084707
2743,2743,The Gods Must Be Crazy,(1980),7.3,73        ,49868,"30,031,783","
Comedy            ",tt0080801
2744,2744,The Bank Job,(2008),7.2,69        ,167617,"30,028,592","
Crime, Thriller            ",tt0200465
2745,2745,The Iron Lady,(2011),6.4,54        ,97812,"30,017,992","
Biography, Drama            ",tt1007029
2746,2746,"I, Tonya",(2017),7.5,77        ,151171,"30,014,539","
Biography, Comedy, Drama            ",tt5580036
2747,2747,Hollywood Homicide,(2003),5.3,47        ,34649,"30,013,346","
Action, Comedy, Crime            ",tt0329717
2748,2748,Airport '77,(1977),5.7,no,8850,"30,000,000","
Action, Drama, Thriller            ",tt0075648
2749,2749,Rollerball,(1975),6.6,56        ,20849,"30,000,000","
Action, Sci-Fi, Sport            ",tt0073631
2750,2750,Spartacus,(1960),7.9,87        ,115677,"30,000,000","
Adventure, Biography, Drama            ",tt0054331
2751,2751,White Christmas,(1954),7.6,no,28710,"30,000,000","
Comedy, Musical, Romance            ",tt0047673
2752,2752,A Nightmare on Elm Street Part 2: Freddy's Revenge,(1985),5.5,43        ,56816,"29,999,213","
Horror            ",tt0089686
2753,2753,Neighbors,(1981),5.6,47        ,7028,"29,916,207","
Comedy            ",tt0082801
2754,2754,Green Card,(1990),6.2,58        ,21352,"29,888,235","
Comedy, Drama, Romance            ",tt0099699
2755,2755,Hostiles,(2017),7.2,65        ,57727,"29,819,114","
Drama, Western            ",tt5478478
2756,2756,Grudge Match,(2013),6.4,35        ,55059,"29,807,260","
Comedy, Drama, Sport            ",tt1661382
2757,2757,Serpico,(1973),7.7,87        ,99514,"29,800,000","
Biography, Crime, Drama            ",tt0070666
2758,2758,Madeline,(1998),5.9,no,6291,"29,767,901","
Comedy, Family            ",tt0123987
2759,2759,Bigfoot and the Hendersons,(1987),6.0,42        ,29297,"29,760,613","
Comedy, Family, Fantasy            ",tt0093148
2760,2760,Wild Things,(1998),6.5,52        ,102520,"29,753,944","
Crime, Drama, Mystery            ",tt0120890
2761,2761,The Hate U Give,(2018),7.4,81        ,22378,"29,719,483","
Crime, Drama            ",tt5580266
2762,2762,The World According to Garp,(1982),7.2,63        ,23810,"29,712,172","
Comedy, Drama            ",tt0084917
2763,2763,When the Bough Breaks,(2016),5.1,28        ,5048,"29,703,843","
Crime, Drama, Horror            ",tt1389139
2764,2764,Mystery Men,(1999),6.1,65        ,59558,"29,655,590","
Action, Comedy, Fantasy            ",tt0132347
2765,2765,Never Cry Wolf,(1983),7.5,no,7238,"29,600,000","
Adventure, Drama            ",tt0086005
2766,2766,Did You Hear About the Morgans?,(2009),4.8,27        ,35607,"29,580,087","
Comedy, Drama, Romance            ",tt1314228
2767,2767,Teen Titans Go! To the Movies,(2018),6.8,69        ,14037,"29,562,341","
Animation, Action, Comedy            ",tt7424200
2768,2768,Tora! Tora! Tora!,(1970),7.5,46        ,29814,"29,548,291","
Action, Drama, History            ",tt0066473
2769,2769,The Fog,(2005),3.7,27        ,33601,"29,511,112","
Horror            ",tt0432291
2770,2770,Twilight Zone: The Movie,(1983),6.5,44        ,31002,"29,500,000","
Horror, Sci-Fi            ",tt0086491
2771,2771,A Walk in the Woods,(2015),6.3,51        ,22538,"29,467,855","
Adventure, Biography, Comedy            ",tt1178665
2772,2772,Major Payne,(1995),6.2,34        ,28602,"29,412,050","
Adventure, Comedy, Family            ",tt0110443
2773,2773,A Low Down Dirty Shame,(1994),6.0,no,6157,"29,392,418","
Action, Comedy, Crime            ",tt0110399
2774,2774,Pacific Heights,(1990),6.4,no,16732,"29,381,956","
Thriller            ",tt0100318
2775,2775,Bless the Child,(2000),5.1,17        ,13436,"29,374,178","
Crime, Drama, Horror            ",tt0163983
2776,2776,Spice World,(1997),3.5,32        ,32005,"29,342,592","
Comedy, Family, Music            ",tt0120185
2777,2777,Confessions of a Teenage Drama Queen,(2004),4.6,33        ,26242,"29,331,068","
Comedy, Family, Music            ",tt0361467
2778,2778,Easy Money,(1983),6.3,48        ,7298,"29,309,766","
Comedy            ",tt0085470
2779,2779,Deadly Pursuit,(1988),6.8,no,10914,"29,300,090","
Action, Adventure, Crime            ",tt0096098
2780,2780,Fools Rush In,(1997),6.0,37        ,30917,"29,291,566","
Comedy, Drama, Romance            ",tt0119141
2781,2781,Zathura: A Space Adventure,(2005),6.1,67        ,85987,"29,258,869","
Action, Adventure, Comedy            ",tt0406375
2782,2782,Child's Play,(2019),5.9,48        ,27804,"29,208,403","
Horror            ",tt8663516
2783,2783,Romy and Michele's High School Reunion,(1997),6.2,59        ,39709,"29,205,077","
Comedy            ",tt0120032
2784,2784,Fort Apache the Bronx,(1981),6.7,49        ,5248,"29,200,000","
Crime, Drama            ",tt0082402
2785,2785,The Rose,(1979),7.0,67        ,7420,"29,200,000","
Drama, Music, Romance            ",tt0079826
2786,2786,Chinatown,(1974),8.2,92        ,272227,"29,200,000","
Drama, Mystery, Thriller            ",tt0071315
2787,2787,Nanny McPhee and the Big Bang,(2010),6.1,52        ,25741,"29,197,642","
Comedy, Family, Fantasy            ",tt1415283
2788,2788,Priest,(2011),5.7,41        ,109888,"29,136,626","
Action, Horror, Thriller            ",tt0822847
2789,2789,The Last Picture Show,(1971),8.0,93        ,38711,"29,133,000","
Drama            ",tt0067328
2790,2790,The Mechanic,(2011),6.6,49        ,143727,"29,121,498","
Action, Thriller            ",tt0472399
2791,2791,The Object of My Affection,(1998),6.0,51        ,17879,"29,106,737","
Comedy, Drama, Romance            ",tt0120772
2792,2792,Rent,(2005),6.9,53        ,47134,"29,077,547","
Drama, Musical, Romance            ",tt0294870
2793,2793,The Stepfather,(2009),5.6,33        ,28712,"29,062,561","
Crime, Thriller            ",tt0814335
2794,2794,3 Ninja Kids,(1992),5.3,36        ,19111,"29,000,301","
Action, Comedy, Family            ",tt0103596
2795,2795,Spy Hard,(1996),5.4,25        ,34559,"29,000,000","
Action, Comedy            ",tt0117723
2796,2796,The New Guy,(2002),5.9,24        ,32401,"28,972,187","
Comedy            ",tt0241760
2797,2797,The Insider,(1999),7.8,84        ,151951,"28,965,197","
Biography, Drama, Thriller            ",tt0140352
2798,2798,James And The Giant Peach,(1996),6.7,78        ,56963,"28,934,758","
Animation, Adventure, Family            ",tt0116683
2799,2799,The Watcher,(I) (2000),5.3,22        ,24589,"28,927,720","
Crime, Drama, Mystery            ",tt0204626
2800,2800,The Guns of Navarone,(1961),7.5,no,42758,"28,900,000","
Action, Adventure, Drama            ",tt0054953
2801,2801,The Dream Team,(1989),6.5,54        ,11978,"28,890,240","
Comedy, Crime, Thriller            ",tt0097235
2802,2802,"Girl, Interrupted",(1999),7.3,51        ,151341,"28,871,190","
Biography, Drama            ",tt0172493
2803,2803,In the Army Now,(1994),5.0,no,12128,"28,864,707","
Comedy, War            ",tt0110123
2804,2804,L.A. Story,(1991),6.7,66        ,28161,"28,862,081","
Comedy, Drama, Fantasy            ",tt0102250
2805,2805,Zoolander 2,(2016),4.7,34        ,61119,"28,848,693","
Action, Comedy            ",tt1608290
2806,2806,The Five-Year Engagement,(2012),6.2,62        ,89503,"28,835,528","
Comedy, Romance            ",tt1195478
2807,2807,Draft Day,(I) (2014),6.8,54        ,49886,"28,831,145","
Drama, Sport            ",tt2223990
2808,2808,Samson and Delilah,(1949),6.8,no,6434,"28,800,000","
Drama, History, Romance            ",tt0041838
2809,2809,Kick-Ass 2,(2013),6.5,41        ,243554,"28,795,985","
Action, Adventure, Comedy            ",tt1650554
2810,2810,Point Break,(2015),5.3,34        ,54894,"28,782,481","
Action, Crime, Sport            ",tt2058673
2811,2811,Molly's Game,(2017),7.4,71        ,112119,"28,780,744","
Biography, Crime, Drama            ",tt4209788
2812,2812,Capote,(2005),7.3,88        ,118985,"28,747,570","
Biography, Crime, Drama            ",tt0379725
2813,2813,Deceived,(1991),6.2,no,6167,"28,738,096","
Crime, Drama, Mystery            ",tt0101694
2814,2814,Baby Boy,(2001),6.4,55        ,11974,"28,734,552","
Crime, Drama, Romance            ",tt0255819
2815,2815,The Last Starfighter,(1984),6.7,67        ,35886,"28,733,290","
Action, Adventure, Sci-Fi            ",tt0087597
2816,2816,Drop Zone,(1994),5.6,no,18345,"28,720,380","
Action, Adventure, Thriller            ",tt0109676
2817,2817,Starman,(1984),7.0,71        ,40024,"28,700,000","
Romance, Sci-Fi            ",tt0088172
2818,2818,Untraceable,(2008),6.2,32        ,45650,"28,687,835","
Crime, Mystery, Thriller            ",tt0880578
2819,2819,Fathers' Day,(1997),5.2,43        ,13968,"28,659,604","
Comedy, Romance            ",tt0119109
2820,2820,Defiance,(I) (2008),7.2,58        ,131527,"28,644,813","
Action, Drama, History            ",tt1034303
2821,2821,28 Weeks Later,(2007),7.0,78        ,245646,"28,638,916","
Drama, Horror, Sci-Fi            ",tt0463854
2822,2822,Carnal Knowledge,(1971),7.0,no,10323,"28,623,900","
Drama            ",tt0066892
2823,2823,Hoosiers,(1986),7.5,76        ,40443,"28,607,524","
Drama, Sport            ",tt0091217
2824,2824,Final Analysis,(1992),5.9,no,12513,"28,590,665","
Drama, Thriller            ",tt0104265
2825,2825,The Uninvited,(2009),6.3,43        ,72644,"28,573,173","
Drama, Horror, Mystery            ",tt0815245
2826,2826,Swimfan,(2002),5.1,29        ,18311,"28,563,926","
Drama, Thriller            ",tt0283026
2827,2827,We Own the Night,(2007),6.8,59        ,81319,"28,563,179","
Crime, Drama, Thriller            ",tt0498399
2828,2828,The Out-of-Towners,(1999),5.5,33        ,12295,"28,535,768","
Comedy            ",tt0129280
2829,2829,Brothers,(I) (2009),7.1,58        ,105055,"28,501,651","
Action, Drama, Thriller            ",tt0765010
2830,2830,Child's Play 2,(1990),5.8,37        ,41870,"28,501,605","
Horror, Thriller            ",tt0099253
2831,2831,Mr. Brooks,(2007),7.3,45        ,138167,"28,476,219","
Crime, Drama, Thriller            ",tt0780571
2832,2832,House Calls,(1978),6.7,no,1637,"28,460,702","
Comedy, Drama, Romance            ",tt0077699
2833,2833,Employee of the Month,(2006),5.5,36        ,42608,"28,435,406","
Comedy, Romance            ",tt0424993
2834,2834,Garfield 2,(2006),5.0,37        ,36006,"28,426,747","
Animation, Comedy, Family            ",tt0455499
2835,2835,Stop! Or My Mom Will Shoot,(1992),4.3,no,36542,"28,411,210","
Action, Comedy, Family            ",tt0105477
2836,2836,The Carpetbaggers,(1964),6.5,no,1803,"28,409,547","
Drama, Romance            ",tt0057917
2837,2837,High Road to China,(1983),6.1,42        ,4637,"28,400,000","
Adventure, Drama, Romance            ",tt0085678
2838,2838,The Crocodile Hunter: Collision Course,(2002),5.3,50        ,6214,"28,399,192","
Action, Adventure, Comedy            ",tt0305396
2839,2839,The Nut Job 2: Nutty by Nature,(2017),5.4,36        ,5108,"28,370,522","
Animation, Adventure, Comedy            ",tt3486626
2840,2840,A Man for All Seasons,(1966),7.7,72        ,28782,"28,350,000","
Biography, Drama, History            ",tt0060665
2841,2841,The Shawshank Redemption,(1994),9.3,80        ,2157599,"28,341,469","
Drama            ",tt0111161
2842,2842,After the Sunset,(2004),6.3,38        ,42854,"28,328,132","
Action, Comedy, Crime            ",tt0367479
2843,2843,Taxi Driver,(1976),8.3,94        ,660315,"28,262,574","
Crime, Drama            ",tt0075314
2844,2844,Doom,(2005),5.2,34        ,101359,"28,212,337","
Action, Adventure, Fantasy            ",tt0419706
2845,2845,Ernest Saves Christmas,(1988),5.6,44        ,9429,"28,202,109","
Comedy, Family, Fantasy            ",tt0095107
2846,2846,"20,000 Leagues Under the Sea",(1954),7.2,83        ,26583,"28,200,000","
Adventure, Drama, Family            ",tt0046672
2847,2847,The Prince & Me,(2004),5.9,47        ,36073,"28,176,497","
Comedy, Family, Romance            ",tt0337697
2848,2848,The Ant Bully,(2006),5.8,59        ,35180,"28,142,535","
Animation, Adventure, Comedy            ",tt0429589
2849,2849,Abduction,(I) (2011),5.1,25        ,73456,"28,087,155","
Action, Mystery, Thriller            ",tt1600195
2850,2850,Johnny English,(2003),6.2,51        ,139805,"28,082,366","
Action, Adventure, Comedy            ",tt0274166
2851,2851,Cannonball Run II,(1984),5.1,13        ,14060,"28,078,073","
Action, Comedy            ",tt0087032
2852,2852,That Darn Cat!,(1965),6.7,71        ,5193,"28,062,222","
Comedy, Crime, Family            ",tt0059793
2853,2853,Police Academy 4: Citizens on Patrol,(1987),5.0,26        ,37901,"28,061,343","
Comedy, Crime            ",tt0093756
